asset_nm,similar_assets
구둣방 할아버지와 꼬마 요정,"['짱구는 못말려 22기 03회', '금이야 옥이야 062회', '금이야 옥이야 085회', '우당탕탕 에디의 실험실 20회', '금이야 옥이야 086회', '니급아적희환 10회', '저글러스 16회', '할아버지의 사과 나무', '분홍신', '여름 하늘 156회']"
기운 센 말,"['9층 시사국 32회', '하늘의 인연 095회', '하늘의 인연 95회', '하늘의 인연 81회', '하늘의 인연 081회', '하늘의 인연 86회', '하늘의 인연 086회', '유혹의 한계', '전설의 라이타', '걱정이 팡!팡!팡!']"
꽃비 내린 날,"['어느 가족', '굳세어라 금순아 163회', 'TV동물농장-우린 같이 산다 10회', 'TV동물농장-우린 같이 산다 9회', 'TV동물농장-우린 같이 산다 09회', '비밀은 없다', '슈퍼맨이돌아왔다 505회', '잔예-살아서는 안되는 방', '리틀 포레스트2-겨울과 봄', '오싱 12회']"
늑대와 일곱 마리 아기 염소,"['모두 모두 잘자요', '뽀로로와 노래해요 NEW 1 13회', '과학수사대 스모킹 건 17회', '깨비키즈 캐롤송 01회', '빅트립2: 아기곰 배달 대작전', '울프 앤 라이언: 위대한 우정', '뽀로로와 노래해요 NEW 1 12회', '핑크퐁 뮤지컬영어명작  01회', '짱구는못말려 11기 26회', '브로커']"
라푼젤,"['신데렐라', '백설공주', '조금씩 천천히', '백설공주-또다른이야기', '행복한 왕자', '야경꾼 일지 1회', '야경꾼 일지 01회', '택천기 33회.', '택천기 33회', '고스트 블라인드']"
백설 공주,"['백설공주와 일곱 난장이', '백설공주-또다른이야기', '노스맨', '오오쿠 탄생 10회', '백설공주와 일곱난장이', '과학수사대 스모킹 건 7회', '과학수사대 스모킹 건 07회', '명불허전 05회', '창란결 13회.', '학교패왕']"
신데렐라,"['라푼젤', '아주 사적인 동남아 10회', '조금씩 천천히', '도노반스 에코', '나혼자 잘거야', '라스트 드라이버', '꼭두의 계절 16회', 'TV소설 은희 119회', '풍선을 타고 씽씽', '전지적 참견 시점 230회']"
아기 돼지 삼 형제,"['99억의 여자 16회', '황금정원 30회', '동백꽃 필 무렵 20회', '바커스 : 고양이를 조심해!', '마카앤로니2. 7회', '마카앤로니2. 07회', '장화신은 고양이: 끝내주는 모험', '뽀로로와 노래해요 NEW 1 13회', '심야괴담회 72회', '늑대와 일곱 마리 아기 염소']"
엄지 아가씨,"['마이 리틀 히어로 5회', '라이온 킹: 시그니처 콜렉션', '삼생 초월 로맨스-우룡 01회.', '삼생 초월 로맨스-우룡 1회', '속풀이쇼 동치미 563회', '청설루 02회', '환생령', '주온-더파이널', '파파 18회', '투심화사 04회']"
우락부락 염소 삼 형제,"['세일러문 크리스탈 시즌3 1회', '계약결혼로맨스 삼가야군심  17회', '연희공략: 건륭황제의여인 01회.', '바보엉아 게임세상 20회', '암련, 귤생회남 14회.', '암련, 귤생회남 14회', '늑대와 일곱 마리 아기 염소', '바보엉아 게임세상 01회', '바보엉아 게임세상 1회', '라이징 호크']"
우리 집에는 사자가 있어,"['뽀로로와 노래해요 NEW 1 04회', '인간극장 3391회', '슈츠 1회', '뽀로로와 노래해요 NEW 1 01회', '짱구는못말려 17기 01회', '캐리tv 댄스cool 16회', '뽀로로와 노래해요 NEW 1 03회', '최강 배달꾼 8회', '최강 배달꾼 08회', '뽀로로 인기 동요 03회']"
잠자는 숲속의 공주,"['핑크퐁 공주이야기 01회', '원더우먼', '애쉬 래드 2: 황금성을 찾아서', '오늘 밤, 로맨스 극장에서', '범죄와의전쟁', '프린세스 아야', '하울의 움직이는 성', '소녀대인 15회', '소녀대인 15회.', '빅트립2: 아기곰 배달 대작전']"
장화 신은 고양이,"['오오쿠 탄생 10회', '고양이를빌려드립니다', '포청천 포공기안 16회.', '천원짜리 변호사 09회', '천원짜리 변호사 9회', '완전한 사육 2015 무삭제판', '지퍼스 크리퍼스2', '삼총사', '라바 키즈동요 Part2 02회', '폐하재좌,노반재우 6회']"
잭과 콩나무,"['심야괴담회 61회', '콩은 변신쟁이', '그 낭자의 수상한 뷰티 게임 01회.', '그 낭자의 수상한 뷰티 게임 01회', '소세가인담담장 01회.', '소세가인담담장 24회', '건즈 아킴보', '언더 파이어', '고스트 블라인드', '수리수리 구리구리 팡팡!']"
브릭 맨션,"['트롯 전국체전 05회', '트롯 전국체전 04회', '닥터 스트레인지', '99억의 여자 16회', '황금정원 30회', '동백꽃 필 무렵 20회', '펜트하우스 모아보기 1회', '남권: 영웅쟁패', '속풀이쇼 동치미 539회', '매복']"
표적,"['나폴레옹-토레스전투', '대명금의위 2: 척살무사', '기담', '성룡의 아시수', '속풀이쇼 동치미 539회', '천원짜리 변호사 05회', '천원짜리 변호사 5회', '이스케이프 프리즌', '재심', '속풀이쇼 동치미 561회']"
연풍연가,"['구해줘! 홈즈 203회', '육지것들', '북 오브 러브', '어쩌다 결혼', '눈에는눈이에는이', '뭐라도 남기리 3회', '뭐라도 남기리 1회', '뭐라도 남기리 4회', '뭐라도 남기리 04회', '뭐라도 남기리 01회']"
황산벌,"['특집다큐 백제 무령왕 1회', '원픽은, 흔한남매 19회', '딸의 남친과 불타는 하룻밤', '광개토태왕 1회', '적인걸: 태자 납치사건', '육담구담', '하루', '아메리칸뷰티', '사일런싱', '예스마담2-황가전사']"
세기말,"['해피엔드', '금이야 옥이야 16회', '금이야 옥이야 016회', '일본 솔로 캠핑 8회', '와카코와 술 4 12회', '장미꽃 필 무렵 6회', '장미꽃 필 무렵 06회', '이웃집 찰스 393회', '나쁜 수업', '특종세상 596회']"
임파서블 러브,"['남자가 사랑할 때', '사랑과전쟁 시즌1 21회', '중성화', '극장판 백 텀블링!!', '푸른 뱀파이어의 고민 6회', '예스맨', '젊은 남자', '나라타주', '유체이탈자', '빨간토마토 6회']"
연인 파트1 01회,"['연인 파트1 1회', '일지매 20회', '화랑 21회', '지퍼스 크리퍼스2', '듣고보니 그럴싸 3회', '메카닉-리크루트', '침입자', '기적의 형제 01회', '코인룸', '유리미인살  13회.']"
연인 파트1 02회,"['연인 파트1 2회', '연인 파트1 05회', '연인 파트1 5회', '연인 파트1 6회', '연인 파트1 06회', '완벽한 하루 1회', '연인 파트1 08회', '연인 파트1 8회', '공짜 : 공기타짜', '아이언 걸 : 파이널 워즈']"
연인 파트1 03회,"['연인 파트1 10회', '연인 파트1 07회', '연인 파트1 7회', '연인 파트1 5회', '연인 파트1 05회', '연인 파트1 9회', '연인 파트1 09회', '좋아해줘', '다이버: 특수잠입반 5회']"
연인 파트1 04회,"['연인 파트1 4회', '연인 파트1 10회', '연인 파트1 06회', '연인 파트1 6회', '창란결 15회.', '오자룡이 간다 125회', '분노', '연인 파트1 3회', '연인 파트1 03회', '연인 파트1 7회']"
존 윅4,"['존 윅 4', '존 윅-리로드', '존 윅', '블랙팬서: 와칸다 포에버+블랙팬서', '블랙 위도우', '최강 배달꾼 15회', '나는 나대로 혼자서 간다', '고질라: 행성포식자', '최강 배달꾼 16회', '소방서 옆 경찰서 07회']"
극적인하룻밤,"['완벽한 하루 1회', '삼생연기시청환 07회.', '금이야 옥이야 95회', '금이야 옥이야 095회', '일지매 04회', '일본 솔로 캠핑 6회', '트릴리온 게임 2회', '나 혼자산다 501회', '도련님의 로맨스 20회', '연희공략: 건륭황제의여인 39회']"
동갑내기과외하기2,"['인간극장 3308회', '듣고보니 그럴싸 3회', '경마장가는길', '사랑의 무덤', '마리아: 전쟁의 사도', '범죄와의전쟁', '리틀 포레스트', '2분이면 싸게해주는 진공흡입 어린 유부녀', '가슴이 뛴다 08회', '범죄천국']"
스트릿 우먼 파이터 2 01회,"['신서유기 시즌7 07회', '신서유기 시즌7 7회', '런민기TV 시즌2 26회', '화요일은 밤이 좋아 50회', '소맥거핀 일상만화 4회', '파워레인저 캡틴포스: 지구를 위한 싸움', '란이TV 시즌2 1회', '란이TV 시즌2 01회', '홍김동전 54회']"
어린 의뢰인,"['증인', '퍼펙트맨', '한국인의 식판 1회', '한국인의 식판 01회', '2023 역사저널 그날 35회', '메모리', '팬레터를 보내주세요 4회', '베테랑', '조선변호사 2회', '조선변호사 02회']"
타짜: 원 아이드 잭,"['타짜-신의 손', '은밀한 유혹', '버스데이 원더랜드', '변호인', '귀공자', '무시당한 사람들', '파로호', '탑건: 매버릭', '광주비디오:사라진 4시간', '이쁜 것들이 되어라']"
소태극,"['기적-그날의소비토', '하늘의 인연 001회', '사랑 뒤의 사랑', '홍김동전 54회', '과학수사대 스모킹 건 21회', '투라대륙 1회', '삼각의 함정', '꼬마마법사 레미 12회', '환장', '똥개']"
공모자들,"['인간극장 3304회', '꼬리에 꼬리를 무는 그날 이야기 2 21회', '오자룡이 간다 034회', '오자룡이 간다 34회', '댄싱퀸', '맨 앤 치킨', '분노의 추격자.', '니돈내산 독박투어 7회', '메가로돈: 라이징어택', '가려진 시간']"
공필두,"['최강야구 52회', '구해줘! 홈즈 203회', '강철중', '바보엉아 게임세상 20회', '꼬리에꼬리를무는그날이야기 78회', '나는 여기에 있다', '암수살인', '소방서 옆 경찰서 1회', '소방서 옆 경찰서 01회', '멘탈코치 제갈길 1회']"
러브 이세벨,"['엘리야 캠핑가자 01회', '심야괴담회 76회', '꼭지딴', '공작조: 현애지상', '손대면 핫플-동네멋집 5회', '손대면 핫플-동네멋집 05회', '라바 인 뉴욕 29회', '대화의 희열 10회', '엘디케이 러브 하우스', '원픽은, 흔한남매 18회']"
블레이징 썬,"['신비한TV서프라이즈 1080회', '미스터트롯2 13회', '인질', '원픽은, 흔한남매 18회', '코만도', '킨 포르쉐 14회', '힌터랜드', '슬픔의 삼각형', '꼬리에꼬리를무는그날이야기 45회', '아테나:전쟁의여신 21회']"
사자,"['26일 밤의 기다림', '호심 32회.', '호심 32회', '업사이드다운', '달의 요정 세일러 문 R 37회', '삼생 초월 로맨스-우룡 1회', '삼생 초월 로맨스-우룡 01회.', '너의 순간', '라바 시즌1 13회', '마스크']"
성룡의 아시수,"['택배는 몽골몽골 1회', '미운우리새끼 307회', '신의 한 수', '표적', '그것이알고싶다 1355회', '경시청 아웃사이더 9회', '궁금한이야기Y 648회', '미 마이셀프 앤드 아이린', '일지매 20회', '안싸우면 다행이야 140회']"
성룡의쿵푸마스터,"['베스트키드', '그것이알고싶다 1359회', '슈퍼맨이돌아왔다 448회', '이슈 픽 쌤과 함께 149회', '원픽은, 흔한남매 12회', '뱀파이어', '금이야 옥이야 090회', '금이야 옥이야 90회', '방과후 설렘 X 소년 판타지 스페셜 1회', '창란결 08회.']"
음양산,"['조선명탐정: 흡혈괴마의 비밀', '런닝맨 669회', '어둠의자식들', '홀로코스트: 더 셰퍼드', '돌아온 판관 포청천 - 통판겁', '아테나:전쟁의여신 21회', '명탐정코난 21기 2회', '개는 훌륭하다 178회', '꼬리에꼬리를무는그날이야기 87회', '고독의 의리']"
작전명 컴뱃,"['더블샤크', '49', '과학수사대 스모킹 건 10회', '미션 파서블', '하늘의 인연 90회', '하늘의 인연 090회', '킹메이커', '영상앨범 산 885회', '간츠2-퍼펙트앤서', '간택-여인들의 전쟁 16회']"
천안함 프로젝트,"['그것이알고싶다 1368회', '미스터트롯2 1회', '미스터트롯2 01회', '부당거래', '시그널 장기 미제 사건 수사반 SP 3회', '선을 넘는 녀석들 더 컬렉션 1회', '복면가왕 421회', '전설의 라이타', '돌싱글즈4 1회', '진격의 거인 The Final Season 16회']"
킬 샷: 7 스나이퍼,"['트랜스포터-리퓰드', '코드 8', '특종병기 전랑', 'SAS:레니게이드 인 런던', '미녀 특공대', '공조', '태양은 움직이지 않는다', '자몽TV 네버엔딩 시즌3', '원티드', '현재는 아름다워 50회']"
타요의 씽씽극장 동요2 01회,"['미안해 사랑해 고마워', '포켓몬스터 썬 앤 문 3 36회', '그 해 여름', '니급아적희환 18회', '뽀스타그램2', '블레이즈', '뽀로로와 노래해요 NEW 1 01회', '조선의 사랑꾼  10회', '엄마는 내 마음도 몰라요', '응답하라 1988 11회']"
타요의 씽씽극장 동요2 02회,"['뽀로로와 노래해요 NEW 1 10회', '타요의 씽씽극장 동요2 07회', '타요의 씽씽극장 시즌2 03회', '뽀로로와 노래해요 NEW 1 01회', '백앤아 Part2 13회', '깨비키즈 역할놀이 01회', '깨비키즈 바른습관 01회', '고딩엄빠 3 20회', '짱구는못말려 17기 25회', '하이바이마마 16회']"
타요의 씽씽극장 동요2 03회,"['니돈내산 독박투어 7회', '신발 벗고 돌싱포맨 102회', '레드벨벳 레벨업 프로젝트 10회', '슈퍼맨이돌아왔다 491회', '뭉쳐야 뜬다 91회', '타요의 씽씽극장 동요2 09회', '런닝맨 623회', '타요의 씽씽극장 동요2 13회', '응답하라1994 10회', '푸른 바다의 전설-전설은 계속된다 1회']"
타요의 씽씽극장 동요2 04회,"['타요의 씽씽극장 동요2 4회', '놓지마 정신줄 26회', '타요의 씽씽극장 시즌2 04회', '오즈의마법사-돌아온 도로시', '플래시', '핑크퐁 동물 동요 20회', '뽀로로와 노래해요 NEW 1 06회', '타요의 씽씽극장 동요2 10회', '베이비버스 마법숫자동화 01회', '람보르기니 : 전설이 된 남자']"
타요의 씽씽극장 동요2 05회,"['속풀이쇼 동치미 540회', '화광여인', '속풀이쇼 동치미 542회', '흠뻑 젖어버린 제수씨, 참을 수 없는 욕망', '만담강호 24회', '그림자랑 놀아요', '타요의 씽씽극장 동요2 08회', '슈퍼 토끼', '백앤아 남매튜브 2 09회', 'TV동물농장 1132회']"
타요의 씽씽극장 동요2 06회,"['우당탕탕 에디의 실험실 06회', '타요의 씽씽극장 동요2 09회', '금이야 옥이야 91회', '금이야 옥이야 091회', '캐리tv 댄스cool 16회', '금이야 옥이야 063회', '키키의 산책', '무시당한 사람들', '신상 출시 편스토랑 171회', '금이야 옥이야 094회']"
