index,asset_nm,ct_cl,genre_of_ct_cl,SMRY,ACTR_DISP,disp_rtm,category_l,category_h,series_nm,clean_asset_nm,image
1300,캐빈의 호기심 아파트 01회,키즈,기타,요구르트 정수기 만들기. 호기심 아파트에 이사 온 캐빈! 캐빈이 좋아하는 요구르트를 먹다가 궁금한 것이 생겼어요! 만약 우리 집에 요구르트 정수기가 생긴다면? 그래서 캐빈이 직접 만들어 봤어요! 궁금하죠? 그렇다면 영상에서 확인해 볼까요?,-,540.0,키즈,TV방송,,캐빈의 호기심 아파트,
1301,캐빈의 호기심 아파트2 01회,키즈,기타,우리 집이 햄버거 가게가 된다면? 치킨 너겟 오븐과 다양한 햄버거! 패티가 가득한 수납장까지! 가장 맛있는 햄버거 가게로 변한 호기심 아파트는 어떤 모습일지 영상으로 확인해 주세요~,-,360.0,키즈,TV방송,,캐빈의 호기심 아파트2,
1302,캐빈의 호기심 아파트2 02회,키즈,기타,영화관으로 변신한 우리 집. 편리한 1인용 영화관과 셀프 스낵코너까지! 멋진 영화관으로 변한 캐빈의 호기심 아파트는 어떤 모습일지 영상으로 확인해 주세요~,-,360.0,키즈,TV방송,,캐빈의 호기심 아파트2,
1303,핑크퐁 공주이야기 01회,키즈,기타,말괄량이 핑크 공주. 말괄량이 핑크 공주의 진짜 공주 되기 프로젝트! 핑크 공주와 함께 공주 학교의 수업을 들어 볼까요?,-,240.0,키즈,TV방송,,핑크퐁 공주이야기,
1304,헤이지니 럭키강이 시즌10 스페셜. 01회,키즈,기타,1. 초대형 진주 바스볼 만들기 놀이. 초대형! LOL 서프라이즈 진주 바스볼을 지니와 함께 만들어볼까요?! 2. 팽이 대결 놀이. 이 팽이만 있으면 10연승은 문제없다! 모든 팽이들아 덤벼라! 베이블레이드 VS 메탈블레이드. 과연 승자는?!,"헤이지니,럭키강이",1080.0,키즈,TV방송,,헤이지니 럭키강이 시즌10 스페셜.,
1305,헤이지니 럭키강이 시즌12 스페셜. 01회,키즈,기타,1. 복불복 뽑기 장난감 놀이. 서프라이즈 장난감이 5개나 들어있대요! 과연 무엇이 나올지 지니와 함께 열어볼까요? 2. 황금 팽이가 부서졌다! 금색 팽이들의 총집합. 황금 베이가 부서졌어요! 베이블레이드 금색 레이어 팽이 총집합!,"헤이지니,럭키강이",1140.0,키즈,TV방송,,헤이지니 럭키강이 시즌12 스페셜.,
1306,헤이지니 럭키강이 시즌13 스페셜. 01회,키즈,기타,1. 개구리알 모양 액체 괴물 만들기. 지니가 팝핑보바와 마시멜로우로 먹을 수 있는 액체 괴물을 만들어 봤어요! 2. 하늘을 나는 팽이?! 강이가 수영장에서 레고 스핀짓주 드래곤 파이터로 다양한 챌린지를 해봤어요~,"헤이지니,럭키강이",780.0,키즈,TV방송,,헤이지니 럭키강이 시즌13 스페셜.,
1307,헤이지니 럭키강이 시즌6 스페셜. 01회,키즈,기타,1. 복불복 캐릭터 인형 뽑기 놀이. LOL 시즌3♥ 색종이가 펑!! 엘오엘 서프라이즈 컨페티팝 랜덤 뽑기 놀이를 지니와 함께 해볼까요?!,"헤이지니,럭키강이",900.0,키즈,TV방송,,헤이지니 럭키강이 시즌6 스페셜.,
1308,헤이지니 럭키강이 시즌9 스페셜. 01회,키즈,기타,"1. 시럽이 나오는 신기한 아이스크림 만들기. 시럽이 나오는 아이스크림?! 신기한 아이스크림 장난감 먹방 놀이 How to make ice cream Lets Go! 2. 망치 팽이 장난감 놀이. 더 강력한 베이를 찾나요? 베이블레이드 버스트 신제품 발키리, 망치 팽이 장난감 놀이를 해볼까요?!","헤이지니,럭키강이",1080.0,키즈,TV방송,,헤이지니 럭키강이 시즌9 스페셜.,
1309,명탐정코난 4기 01회,TV애니메이션,추리/미스터리,"골롬보 반장님의 비밀(전편). 남자친구에게 줄 선물을 사러 가는 보라를 따라 백화점으로 간 미란, 코난, 유명한. 쇼핑을 하고 있는 보라와 미란을 두고 코난과 유명한은 먼저 백화점을 나와 식당으로 간다. 유명한은 가는 길에 골롬보 수사팀의 함정 수사에 걸려드는데…","코난,남도일,유명한,유미란,정보라,고뭉치,박세모,한아름,홍장미",1380.0,애니메이션,TV방송,,명탐정코난 4기,
1310,명탐정코난 4기 02회,TV애니메이션,추리/미스터리,골롬보 반장님의 비밀(후편). 수사가 길어지자 보라는 짐을 미리 차에 실어두고 화장실에 간다. 그런데 가는 화장실마다 청소 중이라서 화장실을 찾아 백화점을 안을 헤맨다...,"코난,남도일,유명한,유미란,정보라,고뭉치,박세모,한아름,홍장미",1320.0,애니메이션,TV방송,,명탐정코난 4기,
1311,나 홀로 집에,영화,코미디,크리스마스 시즌의 시카고. 말썽꾸러기라 집안 가족들로부터 욕을 듣고 따돌림 당하는 케빈은 늘 자신은 혼자 살거라면서 가족들이 모두 없어졌으면 좋겠다고 생각한다. 자기의 치즈 피자를 먹은 형과 싸워 소동을 일으키자 엄마는 케빈을 3층 다락방으로 올려보내는데...,"맥컬리 컬킨,조 페시,대니얼 스턴,캐서린 오하라",6180.0,코미디,영화,,나 홀로 집에,
1312,마이걸,영화,멜로," 1972년 여름의 펜실베니아주 메디슨, 장의사인 아빠 해리와 삼촌 필, 정신이 혼미한 할머니와 함께 살고 있는 베이다는 늘 외롭다. 베이다에게 친구는 어리숙하고 수줍은 토마스 뿐인데...","댄 애크로이드,제이미 리 커티스,매컬리 컬킨",6120.0,멜로,영화,,마이걸,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6W1lDGbM1bW2lFH7KdmRoOKbsmW.jpg
1313,심야괴담회 61회,TV 연예/오락,기타,네가 왜 거기서 나와.,"김구라,김숙,이이경,솔라",4380.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1314,심야괴담회 62회,TV 연예/오락,기타,의심을 멈추지 마라! 어느날 갑자기 시작된 초자연적인 현상들! 극한의 상태로 느끼는 가장 고통스러운 공포! 테이와 서유리를 괴담꾼으로 초대합니다.,"김구라,김숙,이이경,솔라",4020.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1315,심야괴담회 63회,TV 연예/오락,기타,어느날 귀문이 열리면 그들이 온다!? 점점 더 다가오는 공포. 언제 어디서 마주칠지 모른다.일상을 깨버린 낯선 공포. 더 이상 피할 곳은 없다. 역대급 스토리텔러 정영주가 함께 합니다.,"김구라,김숙,이이경,솔라",3720.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1316,심야괴담회 64회,TV 연예/오락,기타,평온을 깨버릴 괴담들. 혼자 남은 사무실에 걸려온 전화 한통으로 시작 된... 자꾸만 따라오는 기이한 현상들. 나를 지켜보는 의문의 시선. 이제는 벗어날 수가 없다. 지금 당신의 곁에 존재한다. 모두를 의심하고 경계하라!,"김구라,김숙,이이경,솔라",3780.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1317,심야괴담회 65회,TV 연예/오락,기타,저승으로 들어가는 귀문. 문이 열렸다. 그 곳으로 들어간 자. 자세히 보려는 순간! 여기가 맞나? 상상 이상의 괴기한 경험!,"김구라,김숙,이이경,솔라",3960.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1318,심야괴담회 66회,TV 연예/오락,기타,아름다운 동심의 세계. 환상의 나라에 오신 여러분 환영합니다! 하지만 시간이 흐르고 불이 꺼지면 숨바꼭질이 시작된다! 꼭꼭 숨어라 머리카락 보일라..살려주세요! 살고싶다면 쳐다보지 마라! 있는 힘껏 도망쳐라!,"김구라,김숙,이이경,솔라",4080.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1319,심야괴담회 67회,TV 연예/오락,기타,"핼러윈 특집 심야괴담회. 예능의 신 갓규도 찾아 온 심괴party! 파티는 다다익선! 이예림, 박효주 님이 함께 찾아갑니다!","김구라,김숙,이이경,솔라",3840.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1320,심야괴담회 68회,TV 연예/오락,기타,피끓는 청년들에게 귀신보다 무서운 범상치 않은 놈이 들어왔다!? 예상되는 고난과 역경. 마주하게 된 반전. 놓쳐서는 안되는 단서들! 신병의 진짜 정체는?,"김구라,김숙,이이경,솔라",3720.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1321,심야괴담회 74회,TV 연예/오락,기타,심야괴담회X디바제시카 환상의 컬래버레이션. 구독자 223만명 누적 조회수 10억 뷰! 디바제시카와 함께하는 심야괴담회 새해 첫 방송!,"김구라,김숙,이이경,솔라",3780.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1322,심야괴담회 75회,TV 연예/오락,기타,"점점 다가오는 죽음의 공포. 경고를 무시했고 그것이 깨어났다. 레전드의 재림, 배우 서이숙의 차원이 다른 괴담!","김구라,김숙,이이경,솔라",3840.0,예능,TV방송,,심야괴담회,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ttkrChNTghHiEFihhDZlGvrMwbp.jpg
1323,홍김동전 39회,TV 연예/오락,기타,"예능계 VS 가요계, 별들의 전쟁 특집! 빛나는 스타들로 가득한 연예계 속 스타워즈 대격돌! 빌보드 1위를 연속으로 씹어 먹은 대세 아이돌, 스트레이 키즈! 데뷔 6년 만에 버라이어티 첫 출연! 히트곡 메들리 받고, 신곡 퍼포먼스 최초 공개에 핑핑 돌아버리겠지~!","홍진경,김숙,조세호,주우재,장우영",3900.0,예능,TV방송,,홍김동전,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tC7JCXx5KMcXByh47VAtOh7aKVs.jpg
1324,홍김동전 40회,TV 연예/오락,기타,"동전 하나에 울고 웃었던 레전드 게임의 귀환! 수저들의 계급전쟁, 수저 게임 리턴즈 특집! 빚을 진 채로 시작하는 흙 n 무수저의 처량한 신세부터 한층 업그레이드된 동전 획득 미션을 향한 수저들의 치열한 사투까지 대공개!","홍진경,김숙,조세호,주우재,장우영",3900.0,예능,TV방송,,홍김동전,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tC7JCXx5KMcXByh47VAtOh7aKVs.jpg
1325,미운우리새끼 346회,TV 연예/오락,기타,1. 김준호. 지난주에 이은 미우새 아들들 2023 봄 소풍 2탄! 봄 소풍도 식후경! 각자 준비해온 도시락을 꺼내보는데! 2. 허경환. 경환의 아버지는 경환의 제안으로 생애 첫 결혼기념일 이벤트 준비에 나섰는데~ 깜짝 이벤트는 무사히 성공할 수 있을지?!,"신동엽,서장훈",5280.0,예능,TV방송,,미운우리새끼,
1326,미운우리새끼 347회,TV 연예/오락,기타,1. 김준호. 빨리 돈을 모아 결혼하고 싶다는 준호를 위해 배우 전원주를 초대한 상민! 귀 쫑긋하게 만드는 전원주만의 특별한 클래스! 2. 김종국. 최강 파이터 정찬성의 체육관을 찾은 종국X건우! 3. 임원희. 이사배 손끝에서 탄생한 원희X석용의 모습은?,"신동엽,서장훈",6120.0,예능,TV방송,,미운우리새끼,
1327,2067,영화,SF/환타지,"지구 종말이 도래하고, 산소가 중요한 화폐가 된 서기 2067년. 타임머신이라고 불리는 일명 크로니컬이 발명되고, 407년 뒤, 2474년 미래에서 보낸 메시지가 도착한다. 인류의 마지막 희망, 미래를 구해야만 한다.","코디 스밋 맥피,라이언 콴튼,데보라 메일맨",6840.0,SF/환타지,영화,,2067,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7D430eqZj8y3oVkLFfsWXGRcpEG.jpg
1328,사일런싱,영화,공포/스릴러,"5년 전 눈앞에서 딸의 실종을 목격한 레이번. 그는 슬픔을 견디며 자연보호구역의 관리자로 살아간다. 어느 날 숲속에서 한 소녀가 인간 사냥을 당하는 장면을 목격하고, 그는 본능적으로 딸의 실종과 관련이 있음을 직감한다.","니콜라이 코스터 왈도,애나벨 월리스,히어로 파인즈 티핀,조쉬 크루다스,잔 맥클라논",5640.0,공포/스릴러,영화,,사일런싱,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xghzn4R95Qqi8iGaLHx2mYXJHCf.jpg
1329,엽문외전,영화,액션/어드벤쳐,"영춘권 일인자 엽문에게 패배한 뒤, 무술계를 떠나 평범한 삶을 살던 장천지. 우연히 암흑 조직에 쫓기던 한 여자를 도와준 그는 이후 생계는 물론, 목숨마저 위협받는다. 술과 마약 등 불법 사업을 확장해나가던 조직이 장천지의 주변 사람들까지 죽음으로 몰고 가는데...","장진,양자경,데이브 바티스타,토니 자",6420.0,액션/어드벤쳐,영화,,엽문외전,
1330,영웅본색4,영화,액션/어드벤쳐,"밀수업으로 큰돈을 거머쥔 카이, 카이를 친형처럼 믿고 따르는 마크는 세상에 떳떳하지 못한 일을 하지만 의리만은 끈끈하다. 하지만 형이 세상 전부였던 카이의 동생 차오가 경찰이 된 후 카이와 차오, 마크 세 남자는 피할 수 없는 운명의 소용돌이에 휘말리고 마는데...","왕대륙,왕카이,마천우,임설,여애뢰,오월",6840.0,액션/어드벤쳐,영화,,영웅본색4,
1331,초신경호: 수퍼 보디가드,영화,액션/어드벤쳐,란 박사는 수많은 사람들을 구할 수 있는 백신을 개발해 가난한 사람들에게 무상으로 지급하려 한다. 하지만 백신으로 큰돈을 벌려는 동업자가 용병을 고용해 란 박사를 살해한다. 숨겨둔 백신 공식은 란 박사의 딸 이누오가 가지고 있었고 그녀는 테러 집단의 표적이 된다.,"이자웅,사맹위,학소문",4680.0,액션/어드벤쳐,영화,,초신경호: 수퍼 보디가드,
1332,퇴마-무녀굴,영화,공포/스릴러,제작기 영상,"김성균,유선,천호진,차예련,김혜성,임화영,이규정,윤지민",6300.0,공포/스릴러,영화,,퇴마-무녀굴,
1333,더 복서: 격투의 신,영화,액션/어드벤쳐,"챔피언리그 중 불의의 사고로 절친했던 후배 선수를 죽음에 이르게 한 프로 복서, 카이. 그는 오명을 쓰고 불명예 은퇴를 한다. 모든 것을 잃고 폐인처럼 살던 그에게 그간의 잘못을 바로잡을 단 한 번의 기회가 찾아오고, 그는 마지막으로 링 위에 오르기로 결심한다.","양곤,하재동",6240.0,액션/어드벤쳐,영화,,더 복서: 격투의 신,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nodNqhiuWMvnJAGMdG01qbOArg5.jpg
1334,몽키킹: 투신의 부활,영화,액션/어드벤쳐,천인들에 의해 주원곡에 갇혀 500년을 지낸 손오공은 통현상인의 배려 덕에 금강고를 차는 조건으로 풀려나지만 금강고의 속박을 거부하면서 인간계로 떨어져 모든 기억을 잃은 채 평범한 사람으로 환생한다. 한편 마왕 거영마는 금강고에 깃든 거대한 힘을 노리는데...,"동호연,정자호",4920.0,액션/어드벤쳐,영화,,몽키킹: 투신의 부활,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/nz3OslDnFTv6ZTprABjeRuhZGtN.jpg
1335,빠삐용,영화,드라마,"금고털이범 빠삐는 살인 누명을 써 종신형을 선고받는다. 수감된 곳은 죽어서야 나올 수 있다는, 기아나 교도소. 한편, 국채위조범으로 잡힌 백만장자 드가는 위험에 처하고, 빠삐는 탈출 자금을 받는 조건으로 드가를 보호한다. 서로 의지하게 된 두 사람의 목숨을 건 탈출.","찰리 허냄,라미 말렉,이브 휴슨,로랜드 몰러,요릭 밴 와게닌젠,마이클 소샤,조엘 바스만,크리스토퍼 페어뱅크",7980.0,드라마,영화,,빠삐용,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/xoAy1diXjizGlxjHTtuU0MAh6gF.jpg
1336,어느 여대생의 고백,영화,드라마,"제1회 국산영화상 여우주연상, 여우조연상 수상작. 불우한 환경 속에서 법학을 전공한 여대생 소영은 변호사가 된다. 첫 변론으로 어느 여죄수를 담당하게 된 소영은 공교롭게도 그녀의 과거가 자기와 흡사하다는 것을 알게 된다. 소영은 변론을 통해 스스로를 속죄하는데...","최은희,김승호,유계선,한은진",7260.0,드라마,영화,,어느 여대생의 고백,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zojh12O4OHsQAaCo7nbht04eoxJ.jpg
1337,내 생애 가장 아름다운 일주일,영화,멜로,사랑에 제대로 미친 남녀들의 7일간의 기적같은 연애. 다양한 색깔만큼이나 다양한 사랑의 방식들. 여기 이제 막 사랑에 빠진 커플들이 있다. 연애라곤 꼬이기만 하던 그들이 사랑에 제대로 미치면서 생애 가장 짜릿한 일주일이 시작되는데...,"엄정화,임창정,김수로,황정민",7980.0,멜로,영화,,내 생애 가장 아름다운 일주일,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/b7q5jOj90WDCGixEhuYtumSQmOq.jpg
1338,땡삐,영화,멜로,"일제 중엽, 한량 장세봉은 송도명기 소동녀를 찾아 강원도 움막골에 이른다. 어느날 세봉은 일본순사의 앞잡이인 최주사가 독립투사의 부친인 김좌수를 무고하게 모함하여 옥에 가두고 김좌수의 며느리 설희를 겁탈하려는 현장을 목격한다.","유혜진,최선미,이대근",5880.0,멜로,영화,,땡삐,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zkV1iehppbRar4kcv5ISqpaoyvr.jpg
1339,오싹한연애,영화,로맨틱코미디,남다른 촉때문에 제대로 된 연애 한번 못해본 여자 여리와 그녀에게 꽂혀버린 비실한 깡의 호러 마술사 조구. 두 사람의 만남은 그들의 행복을 방해하는 귀신들로 인해 하루하루가 공포특집이다. 하지만 이 연애를 포기할 수 없는 이들은 목숨을 건 연애를 시작하는데...,"손예진,이민기,박철민,김현숙,이미도,신성훈,윤지민,황승언",6780.0,로맨틱코미디,영화,,오싹한연애,
1340,클래식,영화,멜로,"같은 대학에 다니는 지혜와 수경은 연극반 선배 상민을 좋아한다. 하지만 수경이 상민에게 보낼 편지의 대필을 부탁하고, 지혜는 수경의 이름으로 상민을 향한 자신의 감정을 고백한다. 수경과 상민이 가까워지면서 지혜는 괜한 죄의식에 상민을 멀리하려 하는데...","손예진,조승우,조인성,이기우,서영희,이상인,양현태",7740.0,멜로,영화,,클래식,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/6cax6z4wttEstYEi8Sx9BmbTqQC.jpg
1341,티끌모아로맨스,영화,로맨틱코미디,"가난한 청년백수 천지웅은 월세 옥탑방에서 쫓겨날 상황이지만 때마침 나타난 병 줍는 구세주 구홍실을 만나게 된다. 국보급 짠순이 홍실은 지웅에게 돈벌기 노하우를 전수하겠다는 매혹적인 제안을 한다. 단, 조건은 두 달간 무조건 자기 말에 따라야 한다는 것인데...","한예슬,송중기,이상엽,신소율",6900.0,로맨틱코미디,영화,,티끌모아로맨스,
1342,드림,영화,코미디," 국가를... 대표하시는 분들이구나... 선수 생활 사상 최악의 위기를 맞은 쏘울리스 축구 선수 홍대와 각본 없는 각본으로 열정리스 현실파 PD 소민, 그리고 홈리스 국대! 부족한 것 투성인 드림팀의 생애 단 한 번의 기회!","박서준,아이유,김종수,고창석,정승길,이현우,양현민,홍완표,허준석,이하늬",7500.0,코미디,영화,,드림,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yEEwn4AfgVXEyjKsJ6w6qSaInez.jpg
1343,나 혼자산다 503회,TV 연예/오락,기타,쾌남쾌녀 편. 하고 싶은 건 다 한다! 무더위를 시원하게 날려줄 쾌남쾌녀 무지개 회원들! 정글이 된 마당 정리에 나선 나래! 팔토시에 작업복까지 장착하고 도시 농부로 변신하는데~ 뽑아도 뽑아도 끝이 없는 잡초 뽑기부터 지친 몸을 달래줄 대나무 꼬치에 노동주까지!,"전현무,기안84,박나래,키,코드쿤스트",5580.0,예능,TV방송,,나 혼자산다,
1344,태어난 김에 세계일주2 05회,TV 연예/오락,기타,드디어 완전체가 된 기안84X덱스X빠니보틀 인도 삼 형제! 역사와 전통의 도시 바라나시를 떠나 기나긴 기차 여행의 끝에 도착한 인도의 수도 뉴델리 그리고 그들을 반갑게 맞이하는 한 사람..! 뇌지컬 담당 빠니보틀!!,"기안84,덱스,빠니보틀,사이먼 도미닉,장도연,이승훈",5160.0,예능,TV방송,,태어난 김에 세계일주2,
1345,태어난 김에 세계일주2 06회,TV 연예/오락,기타,"눈부신 황금 사원의 도시, 암리차르로! 소소하지만 확실하게 다른 각자의 여행 버킷리스트를 이루고 싶은 세 사람 델리를 떠나기 전 각자의 시간을 보내기로 하는데...! 더는 꿈틀대는 운동 세포를 참을 수 없는 두 형제, 기안84X덱스!","기안84,덱스,빠니보틀,사이먼 도미닉,장도연,이승훈",5220.0,예능,TV방송,,태어난 김에 세계일주2,
1346,슈퍼맨이돌아왔다 502회,TV 연예/오락,기타,1. 제이쓴 아빠와 똥별이. 준범이의 생일을 맞아 DIY 돌 사진 촬영! 그리고 특별한 분을 만나러 떠난 첫 장거리 여행! 2. 찐건나블리네. 춤도 완벽! 노래도 완벽! 챌린지도 완벽 소화! 있지 n 더보이즈 선배님들과 함께 하는 갓벽 나은이의 아이돌 프로젝트!,"박주호,사유리,신현준,김태균,박현빈,백성현",3660.0,예능,TV방송,,슈퍼맨이돌아왔다,
1347,집사TV 01회,TV애니메이션,기타,타워오브헬 1 vs 8 레이스가 시작됩니다. 이겨도 져도 집사만 행복한 이상한 레이스 / 침대 전쟁 럭키블럭 커플 대결! 이 중 최고의 커플은 과연 누구일까?,집사,1440.0,애니메이션,TV방송,,집사TV,
1348,SBS스페셜 659회,TV 시사/교양,기타,"국과수 2 1부 - MISSING: 나를 찾아줘. 신고를 받고 출동한 해양 경찰. 바다 위에 떠있는 변사자를 발견했을 때는 이미 부패가 진행되어 얼굴이 백골화가 되어 있었다. 어떤 식별 정보 또한 찾을 수 없던 그때, 법의관은 신원을 알아내기 위한 방법으로 얼굴 복원을 선택했다.",-,3600.0,교양/다큐멘터리,TV방송,,SBS스페셜,
1349,궁금한이야기Y 649회,TV 연예/오락,기타,"1. 살인 예고와 흉기 테러, 도시는 왜 광기로 뒤덮였나. 2. 일기장에 남긴 절망, 서이초 초임 교사 사망사건의 진실.","김석훈,정미선",3060.0,예능,TV방송,,궁금한이야기Y,
1350,궁금한이야기Y 651회,TV 연예/오락,기타,"1. 돈 지금 빨리 입금하세요. 그녀의 국적취득은 왜 수억 원이 필요했나? 2. 등산로 성폭행 살인 사건, 최 씨는 왜 대낮의 범죄를 계획했나?","김석훈,정미선",3120.0,예능,TV방송,,궁금한이야기Y,
1351,런닝맨 650회,TV 연예/오락,기타,런닝맨 in 필리핀. 오랫동안 준비해 온 오늘! 그리고 그보다 훨씬 더 오래 기다렸을 이들을 위해 언어를 넘어 마음으로 호흡하는 무대! 그 뒷이야기가 펼쳐집니다. 그리고! 500평 저택에 초대받은 멤버들?! 매니 파퀴아오의 집에서 특별 레이스가 시작된다!,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",5580.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1352,런닝맨 651회,TV 연예/오락,기타,노 코인 노 게인. 웰컴 투 파퀴아오 하우스! 이 럭셔리 왕국에서도 화폐는 R머니로 통한다! 대저택에서 벌어지는 R코인 보물 찾기! 오직 코인을 벌기 위한 거지들의 고군분투기와 구경거리 생겨서 좋은 부르주아들. 점점 심화되는 빈부격차 속 진정한 꿀 휴가를 즐길 승자는?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",5580.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1353,런닝맨 652회,TV 연예/오락,기타,"런닝투어 프로젝트. 런닝맨 여행 프로젝트 시작! 콘셉트부터 일정까지 멤버들이 직접 짜는 투어. 정도를 모르고 커지는 스케일! 하지만 주어진 총 여행 경비는 고작 100만 원?! 마음이 맞으면 예산이 늘어난다! 전체 경비를 늘릴 것인가, 배신으로 개인 돈을 확보할 것인가!","유재석,지석진,김종국,하하,송지효,양세찬,전소민",5580.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1354,런닝맨 653회,TV 연예/오락,기타,연령 고지 그림 전시회. 무수한 명작을 남겨온 연령 고지 시리즈. 그 새로운 역사가 곧 시작됩니다. 팀전으로 시작하는 이번 레이스?! 어떻게든 번거로운 추억을 선물하려는 이들에게 그림 수정 전쟁이 선포된다! 곳곳에 숨겨진 그림을 찾아 수정하라!,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",5520.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1355,런닝맨 654회,TV 연예/오락,기타,연령 고지 그림 전시회(하). 입맛대로 바꿔버린 하하팀. 별안간 히든 미션 전달?! 원작 훼손 소식 듣고 급히 쫓아온 사냥꾼들. 수정을 거듭할수록 우주를 건너가는 분장 콘셉트! 누구도 믿을 수 없는 수정 지옥! 그리고 마침내 찾아온 연령고지 촬영 당일! 멤버들의 모습은?,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",5520.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1356,런닝맨 655회,TV 연예/오락,기타,"2023 소민이의 선택. 오늘 레이스 종료 후 런닝볼로 결정되는 소민이와의 저녁식사. 큰 그림 그리며 런닝볼 채워 넣는 소민이와 좋은 기회는 남에게 양보하고픈 사람들. 그리고 레이스의 마지막 피날레, 이름표 뜯기! 소민이는 이번에 원하는 엔딩을 볼 수 있을까?","유재석,지석진,김종국,하하,송지효,양세찬,전소민",5580.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1357,런닝맨 656회,TV 연예/오락,기타,너는 나의 봉이다. 오래간만에 런닝맨 찾은 김동현! 쌥팀장과 봉팀장의 4:4매치?! 죽음의 조 짊어지고 시작한 지덕체 레이스! 더티 플레이에 좀처럼 진행되지 않는 게임. 그리고 시작된 알 나누기 의리게임. 들키지 말고 배신해라! 얽히고설킨 배신은 완전범죄로 끝날 것인가!,"유재석,지석진,김종국,하하,송지효,양세찬,전소민",5580.0,예능,TV방송,,런닝맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/ArntYxWZXArwegRh9IaOq2KD1JR.jpg
1358,맨인블랙박스 273회,TV 시사/교양,기타,"[501회, 502회 통합본] 1. 말다툼 도중 후진 충돌 사고, 실수일까? 고의일까? 2. 주차장 빌런? 블랙박스 속 담긴 충격적인 장면!",조정식,1920.0,교양/다큐멘터리,TV방송,,맨인블랙박스,
1359,맨인블랙박스 274회,TV 시사/교양,기타,"[503회, 504회 통합본] 1. 믿고 맡겼지만... 대리기사가 사고를 낸 황당한 이유 2. 사고 유발 후 사라진 오토바이... 과연 그 책임은?",조정식,1980.0,교양/다큐멘터리,TV방송,,맨인블랙박스,
1360,맨인블랙박스 275회,TV 시사/교양,기타,"[505회, 506회 통합본] 1. 벌써 몇 번째... 그가 졸음운전의 늪에 빠진 이유는? 2. 도로 한복판에서 면허증 달라니... 그 황당한 사연은?",조정식,1980.0,교양/다큐멘터리,TV방송,,맨인블랙박스,
