index,asset_nm,ct_cl,genre_of_ct_cl,SMRY,ACTR_DISP,disp_rtm,category_l,category_h,series_nm,clean_asset_nm,image
5668,슬램덩크 101회,TV애니메이션,스포츠,"마지막회. 영광의 그날을 위해. 드디어 성공한 백호의 새로운 기술 합숙 슛. 연합팀뿐만 아니라 상북 농구부도 우연일 거라고 의심하는 가운데, 강백호는 차례차례 합숙 슛을 성공시켜 가는데...","강백호,서태웅,채소연,채치수,권준호,정대만,송태섭,이한수",1140.0,애니메이션,TV방송,(더빙)슬램덩크,슬램덩크,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/kBIZTME1W37fP7Pa2r0aBzv8xTs.jpg
5669,원피스오리지널 1기 61회,TV애니메이션,액션/모험,드디어 위대한 항로로 향하는 루피 해적단. 위대한 항로의 입구가 산에 있다는 나미의 말에 다들 터무니없는 소리라며 경악한다. 하지만 나미가 말한대로 위대한 항로의 입구는 리버스 마운틴의 꼭대기로 올라가는 운하. 마침내 고잉메리호는 거친 해류를 타고서...,"루피,나미,조로,우솝,상디",1260.0,애니메이션,TV방송,(더빙)원피스오리지널 1기,원피스오리지널 1기,
5670,드래곤볼 슈퍼 46회,TV애니메이션,액션/모험,"마지막회. 오공 VS 복제 베지터, 승자는 누구. 복제 베지터와 싸우게 된 오공. 그러는 사이에 시간은 계속 흘러가고, 베지터에 대한 걱정으로 마음이 급해진 트랭크스는 포타주의 조언대로 초인수의 핵을 파괴하기 위해 움직이는데...","손오공,손오반,손오천,피콜로,베지터,트랭크스,비루스",1200.0,애니메이션,TV방송,(더빙)드래곤볼 슈퍼,드래곤볼 슈퍼,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qEUrbXJ2qt4Rg84Btlx4STOhgte.jpg
5671,고스트 게임:디지몬 Part2 10회,TV애니메이션,액션/모험,"친구인 효정이 갑자기 사라지자 유리는 하준, 청솔과 함께 실종된 장소를 되짚어가며 찾기 시작한다. 그러다 사람에게 수수께끼를 내서 맞히지 못하면 석비로 만들어 버리는 에인션트 스핑크스몬의 짓이란 걸 알게 된다.","은하준,문유리,이청솔",1380.0,애니메이션,TV방송,(더빙)고스트 게임:디지몬 Part2,고스트 게임:디지몬 Part2,
5672,파워레인저 트레인포스 47회,TV애니메이션,액션/모험,"제47역 빛나고 있는 것. 제트의 강력한 힘으로 다시 어둠에 휩싸인 마을. 한별이도 어둠에 갇혀 절망에 빠져있는데, 안경과 장미, 꾹이, 공주가 열차를 타고 나타난다. 다시 모인 트레인포스는 힘을 합쳐 싸우기로 결심하고, 한별이도 빛의 힘으로 제트에 맞서 싸운다.","한별,안경,장미,꾹이,공주,차장,왜건,네로 남작",1380.0,애니메이션,TV방송,(더빙)파워레인저 트레인포스,파워레인저 트레인포스,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/yIWOrgqSiFtjHIpiKlkNMwfI1O.jpg
5673,유희왕 듀얼몬스터 Part3 48회,TV애니메이션,액션/모험,"카이바 코퍼레이션이 도마의 손에 넘어가고, 다츠의 주문으로 세계 각지에 오리컬코스의 결계와 오리컬코스 솔저가 출현한다. 이렇게 도마는 전 세계를 장악해 간다. 유희와 카이바는 플로리다 박물관에 남아 있던 자료를 가까스로 입수하는데...","유희,조이",1380.0,애니메이션,TV방송,(자막)유희왕 듀얼몬스터 Part3,유희왕 듀얼몬스터 Part3,
5674,나루토 질풍전 4기 68회,TV애니메이션,액션/모험,상륙! 낙원의 섬? 나루토들은 바다에서의 긴 여행을 마치고 드디어 목적지인 섬에 도착했다. 드디어 왕두꺼비 선인의 예언에 있었던 문어를 만날 수 있다고 기뻐하는 나루토이지만 섬에 도착한 후 재빠르게 나타난 괴물 오징어에게 나루토가 잡혀 버린다.,"나루토,사스케,사쿠라,카카시",1380.0,애니메이션,TV방송,(더빙)나루토 질풍전 4기,나루토 질풍전 4기,
5675,블리치-천년혈전 편 13회,TV애니메이션,액션/모험,자신의 출생에 대해 알게 된 이치고는 각오를 새로이 하고 다시 소울 소사이어티의 봉황전으로 돌아간다. 그리고 천타와 함께 다음 단계로 가려는 이치고에게 오에츠는 참월과 작별을 고하게 될 거라고 말한다.,"쿠로사키 이치고,쿠치키 루키아",1500.0,애니메이션,TV방송,(더빙)블리치-천년혈전 편,블리치-천년혈전 편,
5676,귀멸의 칼날: 환락의 거리편 11회,TV애니메이션,액션/모험,"우즈이는 규타로의 혈귀술을 전부 연주로 튕겨내고, 탄지로는 턱을 찔리는 상황에도 규타로의 목을 베어낸다. 젠이츠와 이노스케 역시 만신창이의 몸으로 다키의 목을 베어내며 남매의 목을 베는 데 성공하지만, 규타로의 혈귀술이 퍼져 나가고 마는데...",카마도 탄지로,1920.0,애니메이션,TV방송,(자막)귀멸의 칼날: 환락의 거리편,귀멸의 칼날: 환락의 거리편,
5677,귀멸의 칼날: 도공 마을편 8회,TV애니메이션,액션/모험,혈귀의 공격으로 상처를 입으면서도 물에 갇힌 무이치로를 구하려 애쓰는 코테츠. 자신을 위해 고통을 감수하는 코테츠의 모습에 탄지로의 말이 겹쳐지며 무이치로는 잊고 있던 아버지의 모습을 떠올리고 만다. 코테츠가 불어넣은 산소를 들이마시고 혼신의 힘을 다하는데...,"카마도 탄지로,카마도 네즈코",1440.0,애니메이션,TV방송,(자막)귀멸의 칼날: 도공 마을편,귀멸의 칼날: 도공 마을편,
5678,나루토 질풍전 8기 52회,TV애니메이션,액션/모험,이타치 진실 편 - 빛과 어둠 천재. 구미 사건으로 나뭇잎 마을은 큰 타격을 입고 수많은 사람들이 죽었다... 그런 아슬아슬한 정세 가운데 이타치는 아카데미에 입학하게 된다.,"나루토,사스케,사쿠라,카카시",1380.0,애니메이션,TV방송,(더빙)나루토 질풍전 8기,나루토 질풍전 8기,
5679,주술회전 2기: 회옥 옥절 5회,TV애니메이션,액션/모험,"2007년 8월. 고죠는 최강이 되어 임무도 전부 혼자서 해내게 되었다. 그로 인해 필연적으로 게토는 혼자 있는 일이 늘었다. 그해 여름에는 주령이 자주 출몰해서, 게토는 오직 퇴치하고 거둬들인다. 누구를 위해서? 그러던 어느 날, 게토 앞에 어느 인물이 나타난다.","고죠 사토루,게토 스구루",1440.0,애니메이션,TV방송,(자막)주술회전 2기: 회옥 옥절,주술회전 2기: 회옥 옥절,
5680,원피스 30기 9회,TV애니메이션,액션/모험,"카이도에게 패배했던 루피가 갑자기 리드미컬한 고동 소리와 함께 의식이 돌아온다. 유쾌하게 웃으며 부활한 루피는 최고 경지인 기어 5를 발동한다. 한편 히요리는 오로치 앞에서 가면을 벗어 정체를 드러내고, 오로치는 또다시 칸주로에게 새로운 무대를 주려 하는데...","루피,조로",1440.0,애니메이션,TV방송,(자막)원피스 30기,원피스 30기,
5681,HD리마스터링 나루토 1기 51회,TV애니메이션,액션/모험,"예선 최종전의 쵸지와 오로치마루의 부하 도스 키누타의 대전은, 쵸지의 육탄전차가 소리공격에 어이없이 무너지면서 도스의 승리로 끝났다. 예선은 모두 무사히 끝나고, 드디어 본선의 내용이 호카게로부터 발표되었다. 그리고 그 시각, 오로치마루는 다른 계획을...","타케우치 준코,스기야마 노리아키",1380.0,애니메이션,TV방송,(자막)HD리마스터링 나루토 1기,HD리마스터링 나루토 1기,
5682,파워레인저 와일드 스피릿 리마스터링 49회,TV애니메이션,액션/모험,"마지막회. 쭈욱쭈욱! 수권은 영원히. 론은 절대로 죽지 않는 불사의 존재였다. 진정 무간룡으로 변한 론을 아무도 막을 수 없는 것인가? 리오가 전해준 링 스피릿을 통해 마치 꿈같은 세계로 빨려 들어간 장, 란, 레츠는 론을 물리치기 위한 수련에 들어가는데...","와일드 레드,와일드 블루",1320.0,애니메이션,TV방송,(더빙)파워레인저와일드스피릿,파워레인저 와일드 스피릿 리마스터링,
5683,나루토 질풍전 2기 59회,TV애니메이션,액션/모험,유키마루는 큰 상처를 입고 의식을 차리지 못하고 3 미를 제어하는 능력도 잃어버린 상태다. 나루토는 그런 유키마루를 보면 구렌의 죽음이 자기 탓이라며 힘들어하고 츠나데는 보고를 듣고 교대할 닌자를 보내고 귀환명령을 내린다.,"타케우치 준코,스기야마 노리아키",1380.0,애니메이션,TV방송,(자막)나루토 질풍전 2기,나루토 질풍전 2기,
5684,원피스오리지널 15기 24회,TV애니메이션,액션/모험,"마지막회. 루피, 수련 개시. 2년 후에 약속의 장소에서. 2년 후 다시 만날 때까지 힘을 기르기로 한 밀짚모자 일당. 징베와 헤어진 루피는 레일리와 함께 아무도엄나 섬에 상륙한다. 그곳은 가혹한 자연 환경으로 인한 천연의 요새로, 맹수들이 우글거리는 곳이었다.","루피,나미,조로,우솝,상디,쵸파,로빈,브룩",1200.0,애니메이션,TV방송,(더빙)원피스오리지널 15기,원피스오리지널 15기,
5685,오늘부터 신령님 2기 12회,TV애니메이션,액션/모험,"신령님, 구혼 받다. 자신이 모르는 나나미의 과거를 보게 된 토모에는 미즈키의 말도 듣지 않고 그녀를 데리고 어디론가 가버린다. 그리곤 어린 나나미가 원하는 모든 걸 이뤄주는데...","모모조노 나나미,토모에,쿠라마,미즈키,미카게,오토히코",1440.0,애니메이션,TV방송,(자막)오늘부터 신령님 2기,오늘부터 신령님 2기,
5686,체인소 맨 12회,TV애니메이션,액션/모험,하야카와는 고스트를 조종하는 사와타리를 상대로 고전하며 죽음의 위기에 처하지만 갑자기 고스트가 공격을 멈추고 하야카와에게 무언가를 내민다. 그것은 히메노의 말이 적힌 담배였다. 하야카와는 그 한마디를 가슴에 품고 고스트를 죽이며 사와타리 체포에 성공한다.,덴지,1440.0,애니메이션,TV방송,(자막)체인소 맨,체인소 맨,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/eblIShqBgVPmRt86f4e02ouDNhE.jpg
5687,거미입니다만 문제라도? 24회,TV애니메이션,액션/모험,"나는 거대한 거미의 몸에 인간의 상반신이 자라난 모습인 아라크네로 진화한다. 슈운은 자신을 지키기 위해 몸을 던졌다가 죽은 안나를 되살리려다가 금기 효과가 발동되어 정신을 잃는다. 잠시 후, 공방전을 벌이던 전생자들 앞에 와카바가 나타나는데...","거미,슈레인 재건 애너레이트,카르나티아 세리 애너발드,필리메스 하이페너스,유고 반 렝잔드",1380.0,애니메이션,TV방송,(자막)거미입니다만 문제라도?,거미입니다만 문제라도?,
5688,블리치 1기 41회,TV애니메이션,액션/모험,"간쥬는 이치고와 하나타로를 위해 뱌쿠야와 대전하지만, 압도적인 실력 차이로 쓰러진다. 그때 이치고가 나타나 루키아와 오랜만에 재회한다. 그리고 뱌쿠야와 다시 한번 맞서려고 한다.","쿠로사키 이치고,쿠치키 루키아,이노우에 오리히메,이시다 우류,사도 야스토라",1380.0,애니메이션,TV방송,(자막)블리치 1기,블리치 1기,
5689,심쿵 프리큐어 49회,TV애니메이션,액션/모험,"마지막회. 너에게 전해줄게, 마이 스위트 하트. 부활한 프로토 지코츄를 상대로 필사적으로 싸우는 프리큐어. 프로토 지코츄는 하트의 프시케를 어둠으로 물들여 버리지만 하트의 강한 마음에 결국 실패하고 마는데...","마나,큐어하트,앨리스,루시아,리라,샤를,라켈",1320.0,애니메이션,TV방송,(더빙)심쿵 프리큐어,심쿵 프리큐어,
5690,파워레인저 닌자포스 47회,TV애니메이션,액션/모험,마지막회. 숨지 말고 미래로 이영차. 귀위호는 최후의 수리검을 발동하고 세상은 점점 멸망의 길로 간다. 닌자포스의 힘을 잃었지만 이에 맞서 싸우는 닌자포스들. 하지만 환월이 나타나 구위호를 흡수하고 더욱더 강력한 힘을 갖게 되는데...,"이만세,클라우드 강,고요한,이꽃비,백노을,이선풍,악귀환월,구위호",1260.0,애니메이션,TV방송,(더빙)파워레인저 닌자포스,파워레인저 닌자포스,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/zdqFXkv5BV394xpv82QgqvCf0p1.jpg
5691,블리치 천년혈전 편: 결별담 2회,TV애니메이션,액션/모험,소울 소아이어티로 쳐들어간 퀸시들. 사신들은 정령정이 사라지고 갑자기 나타난 퀸시들에게 당황한다. 그리고 그들이 정령정 그림자 안에서 보이지 않는 제국을 건설하고 천 년 동안 힘을 길러왔다는 사실을 알게 되는데...,"쿠로사키 이치고,쿠치키 루키아",1440.0,애니메이션,TV방송,(더빙)블리치 천년혈전 편: 결별담,블리치 천년혈전 편: 결별담,
5692,블리치 천년혈전편: 결별담 6회,TV애니메이션,액션/모험,"영왕궁에서 수련을 마치고 소울 소사이어티로 향한 이치고는 이미 퀸시의 침공이 시작됐다는 말을 듣고 마음이 급해진다. 우라하라에게 연락하여 자신이 어떻게든 할 테니 도착할 때까지 버텨 달라고 말하는 이치고. 한편, 에스 노트와 마주한 루키아는...","쿠로사키 이치고,쿠치키 루키아",1500.0,애니메이션,TV방송,(자막)블리치 천년혈전편: 결별담,블리치 천년혈전편: 결별담,
5693,또봇: 대도시의 영웅들 Part 1 8회,TV애니메이션,액션/모험,"세모와 한수가 함께 부르는 소리에 비로소 로봇 변신에 성공한 또봇 Z는 레이저넷을 이용해 강력한 로드리퍼의 톱니를 무력화 시키고, X, Y는 합동공격으로 로드리퍼에게 결정타를 날려 탄천으로 추락시키는데...","하나,두리,세모,한수,카사장,엔진박,조발레,또봇 X,또봇 Y,또봇 Z,또봇 닥,또봇 쎈,또봇 붐,래봇,로드리퍼,캐삭봇",600.0,애니메이션,TV방송,(더빙)또봇: 대도시의 영웅들 Part 1,또봇: 대도시의 영웅들 Part 1,
5694,거미입니다만 문제라도? 1회,TV애니메이션,액션/모험,"어느 날, 학교에서 수업 중이었던 평범한 여고생 나는 정신을 잃었다가 이상한 곳에서 깨어난다. 그곳에선 인간이 아니라 거미로 전생했다는 것을 알게 된 나는 놀라지만, 곧 현실을 받아들이고 동족을 먹는 거미들과 마물의 공격을 받으며 살아남기 위해 스킬을 배워 나간다.","거미,슈레인 재건 애너레이트,카르나티아 세리 애너발드,필리메스 하이페너스,유고 반 렝잔드",1380.0,애니메이션,TV방송,(자막)거미입니다만 문제라도?,거미입니다만 문제라도?,
5695,몽키키드 시즌4 10회,TV애니메이션,액션/모험,"네자와 레드썬, 그리고 천군들은 사타동의 세 마왕들을 막으려 애쓰지만 마왕들의 강력한 힘에 전세는 불리하기만 하고, 훈련 중이던 메이와 탕, 픽시, 샌디까지 힘을 더해도 속수무책이다. 한편, MK는 자신이 세상을 파괴할 수도 있다는 두려움에 싸움에 나서지 못했는데...","MK,메이,샌디,픽시,탕",660.0,애니메이션,TV방송,(더빙)몽키키드 시즌4,몽키키드 시즌4,
5696,블리치 천년혈전편: 결별담 7회,TV애니메이션,액션/모험,부상당한 대장들을 치료하던 이사네와 야치루 앞에 자신에 대한 기억조차 상대의 의식에서 지워버리는 퀸시 그웨나엘이 나타난다. 보이지 않는 적을 향해 반사적으로 공격하던 야치루는 참백도를 꺼내 시해를 선보이며 적을 몰아붙이는데...,"쿠로사키 이치고,쿠치키 루키아",1380.0,애니메이션,TV방송,(자막)블리치 천년혈전편: 결별담,블리치 천년혈전편: 결별담,
5697,나루토 질풍전 7기 52회,TV애니메이션,액션/모험,체술사로서. 리는 시라를 공격한 모래 마을 닌자들을 뒤쫓지만 6대 1로 수세에 몰린다. 하지만 네지와 텐텐이 당도하면서 전세는 완전히 역전되는데... 그런데 뒤늦게 따라온 시라는 오히려 그 싸움을 말린다.,"나루토,사스케,사쿠라,카카시",1380.0,애니메이션,TV방송,(더빙)나루토 질풍전 7기,나루토 질풍전 7기,
5698,나루토 질풍전 6기 59회,TV애니메이션,액션/모험,신생 아카츠키. 나뭇잎마을의 미래를 위해 바위마을과의 평화교섭을 막으려고 하고 있다는 단조의 말에 따라 의심을 품은 한조는 야히코 일행들을 함정에 빠뜨려 아카츠키를 없애기 위해 회합으로 불러낸다. 함정이라고 생각하지 못한 채 회합으로 향했던 야히코와 나가토.,"나루토,사스케,사쿠라,카카시",1380.0,애니메이션,TV방송,(더빙)나루토 질풍전 6기,나루토 질풍전 6기,
5699,나루토 질풍전 9기 48회,TV애니메이션,액션/모험,나뭇잎 비전 - 축하인사. 누구에게도 인정받지 못하고 고독하게 지냈던 나루토. 하지만 이루카가 나루토를 인정해 주면서 이루카의 말과 존재가 오늘날까지 나루토를 지탱해 주었다. 그런 나루토의 결혼식 날이 이제 얼마 남지 않은 상황에서 이루카는...,"나루토,사스케,사쿠라,카카시",1320.0,애니메이션,TV방송,(더빙)나루토 질풍전 9기,나루토 질풍전 9기,
5700,요리왕 비룡 더 마스터 Part1 12회,TV애니메이션,액션/모험,"운명의 남자. 심사위원들은 레온의 궁극의 게 요리를 하나같이 맛없다며 혹평한다. 마오는 샹의 계략을 간파하지만, 판정은 뒤바뀌지 않는다. 이윽고 또 하나의 칠성도에 대한 진실을 듣고 분노한 레온은 샹을 향해 칼을 겨누는데...","유마오신,메이리,시로,쉐르,레온",1440.0,애니메이션,TV방송,(자막)요리왕 비룡 더 마스터 Part1,요리왕 비룡 더 마스터 Part1,
5701,나루토 질풍전 1기 53회,TV애니메이션,액션/모험,"필사적인 나루토의 호소에도 불구하고, 사스케의 복수를 향한 각오는 변하지 않는다. 더 이상의 설득은 무의미하다고 판단한 야마토는 실력행사로 사스케를 구속하려고 시도하지만, 오로치마루의 개입으로 사태는 급격한 결말을 맞이한다.","타케우치 준코,스기야마 노리아키",1380.0,애니메이션,TV방송,(자막)나루토 질풍전 1기,나루토 질풍전 1기,
5702,주술회전 24회,TV애니메이션,액션/모험,주태구상도 형제 에소우와 케치즈를 상대하는 이타도리와 쿠기사키였지만 에소우 케치즈의 피를 뒤집어쓰게 되면서 체내에서 부식이 시작된다. 궁지에 몰린 쿠기사키는 스스로를 못으로 찌르며 공명을 발동한다. 형제와의 인내심 대결을 시작한 쿠기사키.,"이타도리 유우지,후시구로 메구미,쿠기사키 노바라,젠인 마키",1380.0,애니메이션,TV방송,(자막)주술회전,주술회전,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/pnn223i9v5kfYku6TbqdSbPePJp.jpg
5703,몽키키드 시즌4 스페셜 4회,TV애니메이션,액션/모험,"모든 게 끝났다! 새 옥황상제의 힘은 통제 불가 상태가 되고 우주는 우리 영웅들의 눈앞에서 붕괴되기 직전! MK는 그의 적이 늘 믿었던 대로 진정한 영웅이 되도록 도와야 하지만, 때는 이미 늦어버린 것 같은데!","MK,손오공,메이,샌디,픽시,탕",660.0,애니메이션,TV방송,(더빙)몽키키드 시즌4 스페셜,몽키키드 시즌4 스페셜,
5704,원피스 오리지널 14기 33회,TV애니메이션,액션/모험,"여인섬 상륙, 루피를 괴롭히는 가혹한 현실. 흰수염이 사라진 바다는 해군의 의도와 달리 더욱 혼란스러워진다. 한편, 루피를 태운 트라팔가 로의 잠수함은 특별히 허가를 받아 여인섬 연안에 정박한다. 2주일 후, 마침내 루피는 의식을 회복하지만...","루피,나미,조로,우솝,상디,쵸파,로빈,브룩",1260.0,애니메이션,TV방송,(더빙)원피스 오리지널 14기,원피스 오리지널 14기,
5705,원피스 21기 part5 13회,TV애니메이션,액션/모험,"다과회 탈출! 루피 VS 빅 맘. 벳지가 성을 해제하면서 루피 연합군의 다과회장 탈출 작전이 시작된다. 제르마 66가 빅 맘 해적단의 공격에 필사적으로 맞서며 시간을 버는 사이, 시저가 계획대로 벳지를 데리고 도망치기 시작하는데...","루피,조로",1380.0,애니메이션,TV방송,(자막)원피스 21기 part5,원피스 21기 part5,
5706,블리치 7기 55회,TV애니메이션,액션/모험,"바뀌어 가는 역사, 바뀌지 않는 마음. 호로화 한 긴죠에게 새로운 만해의 형태로 대응하는 이치고. 서로의 칼날과 칼날이 격돌하는 중에 긴죠는 이치고가 마치 자신을 이해하고 있다는 듯한 눈빛을 알아채는데…","쿠로사키 이치고,쿠치키 루키아,이노우에 오리히메,이시다 우류",1380.0,애니메이션,TV방송,(SD)(자막)블리치 7기,블리치 7기,
5707,원피스 29기 28회,TV애니메이션,액션/모험,야마토는 후가의 도움으로 지하로 가는 문을 통과하고 우솝은 킨에몬의 상반신과 키쿠가 있는 곳에 도착한다. 하지만 두 사람을 데리고 도망치려는 순간 적들이 가로막는다. 우솝은 삶에 대한 강한 집념으로 난관을 이겨내려고 하지만 역부족일 뿐이다.,"루피,조로",1380.0,애니메이션,TV방송,(자막)원피스 29기,원피스 29기,
5708,다이노코어 시즌1. 13회,TV애니메이션,액션/모험,마지막회. 친구와 함께 하는 피자. 어떻게 어떻게 겨우겨우 다크노에게 피자를 배달한 렉스. 그러나 다크노는 약속은 무시한 채 렉스를 공격해 온다. 모두의 힘을 모아 다크노에게 대적하는 렉스와 다이노코어들. 지구의 운명은 어떻게 될까?,"렉스,에밀리,존,빌,파브로,다크노",660.0,애니메이션,TV방송,(더빙)다이노코어 시즌1.,다이노코어 시즌1.,
5709,나루토 질풍전 5기 46회,TV애니메이션,액션/모험,"뇌도! 린고 아메유리. 닌자도 7인방 뇌도 키바술사 링고 아메유리가 오모이 부대를 습격한다! 아메유리의 공격에 동료인 유루이를 잃은 오모이는 반격에 나서려고 하지만, 부대를 지휘하는 누루이는 후퇴명령을 내린다. 도망치기만 하는 오모이들.","나루토,사스케,사쿠라,카카시",1380.0,애니메이션,TV방송,(더빙)나루토 질풍전 5기,나루토 질풍전 5기,
5710,귀멸의 칼날: 도공 마을편 9회,TV애니메이션,액션/모험,"금붕어 혈귀들을 해치운 무이치로는 코테츠와 카나모리가 있는 작업용 오두막으로 향한다. 그곳에는 칼갈이를 멈추지 않는 하가네즈카가 있었고, 굣코가 그의 집중력을 기 위해 카나모리를 인질로 삼으려 하고 있었다.","카마도 탄지로,카마도 네즈코",1380.0,애니메이션,TV방송,(자막)귀멸의 칼날: 도공 마을편,귀멸의 칼날: 도공 마을편,
5711,바람의 검심 -메이지 검객 낭만기- 8회,TV애니메이션,액션/모험,사노스케의 친구가 아편 과다 흡입으로 목숨을 잃는다. 하지만 아편은 금지된 마약인 이상 구입하려고 해도 높은 가격에 거래되어 일반인은 쉽게 손에 넣을 수 없는 물건이었다. 이를 의아해하던 켄신과 사노스케의 앞에 수수께끼의 여성 타카니 메구미가 나타난다.,"히무라 켄신,카미야 카오루,사가라 사노스케,묘진 야히코",1380.0,애니메이션,TV방송,(자막)바람의 검심 -메이지 검객 낭만기-,바람의 검심 -메이지 검객 낭만기-,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/7foy5c27nMRSb9u79dNuCliUKLC.jpg
5712,도쿄 리벤저스 24회,TV애니메이션,액션/모험,처음으로 도만의 특공복을 입고 집회에 참가한 타케미치는 마이키의 옆에 서 있는 발할라의 부총장 한마와 치후유를 보게 된다. 도만에게 패배한 발할라가 도만의 산하로 들어오게 된 것이다. 게다가 그들의 사이를 중재한 것은 키사키 텟타였는데...,"하나가키 다케미치,다치바나 히나타,다치바나 나오토,사노 만지로",1380.0,애니메이션,TV방송,(자막)도쿄 리벤저스,도쿄 리벤저스,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/qmFk2I6ov8kEVshSMyg1ZBEfvte.jpg
5713,세스타스 -The Roman Fighter- 11회,TV애니메이션,액션/모험,기사회생의 일격으로 세스타스는 펠릭스를 쓰러뜨렸다. 패배한 펠릭스는 웃음과 함께 정상으로 뛰어올라라! 라는 말을 남기고 떠나갔다. 본선의 무대인 시칠리아에서 세스타스는 그와 다시 한번 싸울 생각에 불타오르는 엔뎀과 그리고 루스카와 재회하는데...,"세스타스,루스카,자하르,드미트리어스",1380.0,애니메이션,TV방송,(자막)세스타스 -The Roman Fighter-,세스타스 -The Roman Fighter-,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/8vHTNb0tzcDIHZEehKsCAu4HMA8.jpg
5714,블리치3기 58회,TV애니메이션,액션/모험,블리치 3기 마지막 편.,"쿠로사키 이치고,쿠치키 루키아,이노우에 오리히메,이시다 우류,사도 야스토라,아바라이 렌지,히라코 신지,우라하라 키스케",1440.0,애니메이션,TV방송,(SD)(자막)블리치3기,블리치3기,
5715,HD리마스터링 나루토 2기 53회,TV애니메이션,액션/모험,"달려라 이다테! 폭풍을 부르는 파란의 나기도! 비의 닌자들과의 수중전에 고전하는 나루토 들이었지만 어떻게든 도망치는 데에 성공, 이다테를 따라잡았다. 그러나 그곳에 있는 것은 상처 입어 의식을 잃은 이다테와 여유 있는 미소를 띄운 아오이의 모습이었는데...","이선주,김영선,여민정,손원일",1380.0,애니메이션,TV방송,(더빙)HD리마스터링 나루토 2기,HD리마스터링 나루토 2기,
5716,블리치 2기,TV애니메이션,액션/모험,"카리야를 쓰러뜨리고 정계장을 전부 봉인하는 데 성공한 후, 이치고 일행은 현세로 가는 천계문이 만들어질 동안 휴식을 취한다. 이치고 일행은 카리야가 말했던 바운트의 역사에 대해 서로 이야기를 나누며 각자의 과거를 떠올린다.","쿠로사키 이치고,쿠치키 루키아,이노우에 오리히메,이시다 우류,사도 야스토라",1440.0,애니메이션,TV방송,(자막)블리치 2기,블리치 2기,
5717,미래소년 코난 26회,TV애니메이션,액션/모험,마지막회. 기간트에서 먼저 떨어져 바다를 떠돌던 포비와 다이스는 하이하버로 향하는 라나 일행의 배를 발견하고 무사히 구조된다. 하지만 코난의 모습이 보이지 않자 라나의 불안함은 커져간다. 라오 박사는 라나에게 이번에는 라나가 코난을 도와줄 차례라고 말하는데…,"코난,라나,포비",1620.0,애니메이션,TV방송,(더빙)미래소년 코난,미래소년 코난,https://www.themoviedb.org/t/p/w300_and_h450_bestv2/tmlhwdTBA264iQF2Us5vWdKz1fE.jpg
5718,헌드레드 12회,TV애니메이션,액션/모험,"마지막회. 동료. 격벽을 차례차례 뚫고 리틀 가든의 최심부로 향하는 비탈리. 하지만 그녀를 기다리고 있는 것은 쥬다르였다. 한편, 리플리컨트의 영향으로 고전하는 하야토 일행. 과연 키사라기 하야토는 리틀 가든과 학원에 있는 모두를 지켜낼 수 있을 것인가.","키사라기 하야토,에밀 크로스포드,키리시마 사쿠라,키사라기 카렌,클레어 하비",1380.0,애니메이션,TV방송,(자막)헌드레드,헌드레드,
5719,명탐정코난 21기 2회,TV애니메이션,추리/미스터리,"어느 날 공원에서 일어난 살인 사건. 경찰과 유 탐정은 탐문 조사를 시작하는데, 피해자의 친구들이 어쩐지 석연치 않은 반응을 보인다. 다음 날 친구들 중 또 한 명이 살해당한 상태로 발견되었고, 알고 보니 10년 전 그들에게 사기를 당한 용의자가 복수를 위해...","에도가와 코난,쿠도 신이치,모리 코고로,모리 란",1260.0,애니메이션,TV방송,(더빙)명탐정코난 21기,명탐정코난 21기,
5720,명탐정코난 4기 12회,TV애니메이션,추리/미스터리,더부살이로 온 아저씨가 이상하다는 같은 반 친구 린타로. 원래 린타로네 만복 식당은 가게가 어둡고 지저분한 데다 음식도 영 맛이 없어서 손님이 없는 곳이었지만 더부살이로 카메쿠라가 온 뒤로는 손님이 아주 많아졌다고 한다.,"에도가와 코난,쿠도 신이치,모리 란,모리 코고로",1440.0,애니메이션,TV방송,(자막)명탐정코난 4기,명탐정코난 4기,
5721,명탐정코난 2021 30회,TV애니메이션,추리/미스터리,어린이 탐정단은 우연히 태합 명인 하네다 슈키치를 미행하는 유미를 발견한다. 최근에 그의 행동을 수상하게 여긴 유미는 코난까지 데리고 미행에 나선다. 다행히 슈키치는 장기 스터디 모임에 나갔던 것일 뿐 바람을 피운 게 아니었다.,"에도가와 코난,쿠도 신이치,모리 코고로,모리 란",1440.0,애니메이션,TV방송,(자막)명탐정코난 2021,명탐정코난 2021,
